s_no,brand_name,description
33,Campus Sutra,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
2,EthnoVogue,"Coral pink and orange printed made to measure maxi dressCoral pink and orange printed made to measure maxi dress, has a round-neck, short sleeves,  concealed side zip closure, padded cups, has embellished detailing, attached lining with mesh detailing, flared hemWhat is Made to Measure? Customised gown according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Gown length?Measure from shoulder till barefoot to find dress length in inches"
14,PARFAIT,Black solid medium-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort
39,Lady Lyka,Pack of 2 Brown and grey solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
14,PARFAIT,"Navy blue solid low-rise hipster briefs with lace detail, has an inner elasticated waistband, double layered gusset"
25,Tokyo Talkies,Burgundy solid regular  fit
5,Parx,"Blue and yellow checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
62,ROMEE,Set content: Single bed dohar  Usage: AC Room  GSM: 300  Colour: Grey and Red  Pattern: Floral Dohar
50,ZUSH,"Black dark wash five-pocket mid-rise jeans, clean look with heavy fade, has a button and zip closure, waistband with belt loops"
39,Lady Lyka,Pack of 2 Maroon and beige solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
63,TAYHAA,Set Content: 1 photo frame Colour: White Frame Pattern: Solid Shape: Rectangular Type: Single Material: Acrylic 
20,Gini and Jony,"Navy Blue printed mid-rise knitted regular trousers, button closure, zip fly and 5 pockets"
64,Ishin,"A pair of Red and Golden hem design woven wide leg fit Palazzos, opaque, and slip-on closure"
65,Shoe Couture,"A pair of round-toe white & black sneakers, has regular styling, lace-up detailSynthetic upper with applique detailCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
35,MIAH Decor,Pattern: PrintedFinish: GlossyMaterial: Ceramic
5,Parx,"Red and blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
49,WITH,"Pack of two printed regular-fit boxers in green and blue, each has an inner elasticated waistband, button fly, slip-on closure"
14,PARFAIT,Red lace medium-coverage Everyday braNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
14,PARFAIT,"Navy blue and white solid bikini briefs with lace detail, has an elasticated waistband with bow detailing, double layered gusset"
66,HARBORNBAY,"Navy Blue and Grey striped T-shirt, has a Henley neck, button closure and short sleeves"
24,Difference of Opinion,"Black printed T-shirt, has a round neck, long sleeves"
3,3,"Blue light wash 5-pocket low-rise cropped jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
5,Parx,"Blue self-design mid-rise regular trousers, has a button closure, four pockets"
39,Lady Lyka,Pack of 2 Beige and white solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
20,Gini and Jony,"Navy Blue dyed printed T-shirt, has a round neck, short sleeves, and 1 pocket"
57,Palm Tree,"Cream-Coloured, yellow and brown floral print woven A-line dress, has a round neck, short sleeves, button closure, and flared hemComes with a belt"
4,Raymond,"Grey solid mid-rise formal trousers, has a zip closure, four pockets"
17,JEWEL JUNCTION,A pair of gold-toned geometric solid cufflinks
19,Story@home,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: MulticolouredPattern: Geometric
57,Palm Tree,"White and grey printed T-shirt, has a polo collar, and short sleeves"
3,3,"Blue dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
18,ID,"A pair of round-toe beige derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
67,Keds,"A pair of round-toe multicoloured iridescent effect slip-on sneakers, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
5,Parx,"Blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
5,Parx,"Grey solid sweater, has a V-neck, long sleeves, ribbed hem"
11,Homesake,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and navy bluePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb
5,Parx,"Grey printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Blue and pinkPattern: Ethnic printShape: Rectangular
68,Rozia,What It Is?:Rozia Women Hair Dryer HC83073 heat + 2 speed settings: It has three variable heat settings and 2 speed settings to be of optimum useCool shot to set your style: cool shot releases cool hair to set the style in place and keep your hair in shapeHanging loop for easy storage: the travel hair dryer has a hanging loop guard for convenient storage and a variety of placement optionsRemovable filter: the removable air filter keeps your dryer working at peak efficiency and is easy to clean
18,ID,"A pair of round-toe olive green derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
20,Gini and Jony,"Blue printed T-shirt, has a round neck, and short sleeves"
27,her by invictus,"A pair of pointed toe red slip-ons with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole"
66,HARBORNBAY,"Red and Silver-toned printed T-shirt, has a round neck, and short sleeves"
69,Aj DEZInES,"Red printed kurta with pyjamas Red straight above knee kurta, has a mandarin collar, long sleeves, straight hem, side slitsRed  Solid pyjamas, has elasticated waistband, slip-on closure"
20,Gini and Jony,"Blue medium wash 5-pocket mid-rise jeans with applique detail, clean look, light fade, has a button and zip closure, and waistband with belt loops"
22,AccessHer,"Gold-Toned and Blue Geometric Earrings, gold-plated, and has artificial stones Secured with a post and back"
70,Monte Carlo,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
39,Lady Lyka,Black and beige solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
18,ID,A pair of tan comfort sandalsSynthetic upper with slip-on closureCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer
5,Parx,"Khaki solid mid-rise regular trousers, has a button closure, four pocketsNote: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt."
14,PARFAIT,Nude-coloured solid medium-coverage Balconette braLightly Padded and Underwired seamless cupsMultiway straps and back closureBack style: RegularFeature: All Day Comfort
39,Lady Lyka,Pack of 2Black and Beige solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
14,PARFAIT,Black solid half-coverage plunge bra  Lightly Padded and Underwired seamless cupsRegular straps and back closureBack style: Styled backFeature: All Day Comfort
20,Gini and Jony,"Blue medium-wash 5-pocket mid-rise jeans, clean look, light fade, and has a button and zip closure"
31,ahilya,"A pair of gold-plated sterling silver drop earrings, has a stylised dangler with cut-out detail, a faceted beaded dropSecured with a fish-hook ear wire"
5,Parx,"White printed t-shirt, has a polo collar, short sleeves"
5,Parx,"Navy blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket"
3,3,"Blue dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Mustard and bluePattern: Ethnic printShape: Rectangular
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Orange and pinkPattern: Floral printShape: Rectangular
25,Tokyo Talkies,Teal printed peplum  fit
17,JEWEL JUNCTION,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case
20,Gini and Jony,"This clothing set consists of top and shortsBlue and white chambray printed bardot top, has off-shoulder neck, three-quarter sleevesBlue and white chambray printed shorts, has a slip-on closure, two pockets"
46,Bvlgari,Rose Goldea Eau De Parfum
30,Urban Dog,"Navy Blue printed mid-rise sports shorts, has two pockets, a drawstring closure"
16,HIGHLANDER,"Purple and beige printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
32,VASTRAMAY,"Brown and blue solid kurta with churidarBrown straight knee length kurta, has a mandarin collar, long sleeves, straight hemBrown solid churidar, slip-on closureComes with blue self design jacket, has mandarin collar, sleeveless, button closure"
1,DKNY,"Black and grey printed cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps, one zip compartment on the flap with three zip pocketsWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer"
12,SEJ by Nisha Gupta,Set content: 4 table mats Shape: Rectangle Colour: Green and blue Pattern: Printed Suitable For: 4 seater table Material: Cotton 
57,Palm Tree,"Burgundy printed T-shirt, has a round neck, long sleeves"
46,Bvlgari,"NotesTop notes: Mandarin Orange and BlackberryHeart notes: Damask RoseBase notes: Patchouli, Sandalwood, Vetiver and Musk"
5,Parx,"Pink and blue striped T-shirt, has polo collar, short sleeves"
71,even,"Grey woven design nehru jacket, has a mandarin collar, a full button placket, sleeveless, three pockets."
14,PARFAIT,Beige solid full-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort
18,ID,A pair of tan solid Comfort SandalsLeather upper materialSole material: PUCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer
5,Parx,"White and orange checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
72,ether,"A pair of maroon solid open-toed flats, has regular styling, no back strap detailSuede upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
73,Crimsoune Club,"Orange and white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Red and bluePattern: Ethnic printShape: Rectangular
30,Urban Dog,"Navy Blue solid mid-rise sports shorts, has two pockets, a drawstring closure"
61,Carrera,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
